job_id,title,description,created,company,region,soc_code,salary_min,salary_max,category,skills_required,source
ADZ-1001231,District Nurse,"We are seeking a motivated District Nurse to join our growing team in Wales. The successful candidate will demonstrate proficiency in Medication Administration, Patient Assessment, Wound Care. We offer competitive salary and career progression.",2026-05-06,Bupa UK,Wales,2231,34885,38327,Healthcare,Medication Administration;Patient Assessment;Wound Care;Record Keeping;NMC Pin,scraped_mock
ADZ-1001232,Senior Full Stack Developer,"We are seeking a motivated Senior Full Stack Developer to join our growing team in Wales. The successful candidate will demonstrate proficiency in React, Python, Git. We offer competitive salary and career progression.",2026-06-13,BAE Systems,Wales,2136,81839,88744,Tech,React;Python;Git;JavaScript;SQL,scraped_mock
ADZ-1001233,Staff Nurse - ICU,"We are seeking a motivated Staff Nurse - ICU to join our growing team in Wales. The successful candidate will demonstrate proficiency in CPR, Patient Assessment, Medication Administration. We offer competitive salary and career progression.",2026-04-21,Bupa UK,Wales,2231,31553,33190,Healthcare,CPR;Patient Assessment;Medication Administration;Record Keeping;NMC Pin;Wound Care,scraped_mock
ADZ-1001234,Junior Pharmacist,"We are seeking a motivated Junior Pharmacist to join our growing team in South East. The successful candidate will demonstrate proficiency in Clinical Pharmacy, Patient Counselling, Prescription Auditing. We offer competitive salary and career progression.",2026-05-03,NHS England,South East,2237,28693,30955,Healthcare,Clinical Pharmacy;Patient Counselling;Prescription Auditing,scraped_mock
ADZ-1001235,Electrical Engineer - Solar PV,"We are seeking a motivated Electrical Engineer - Solar PV to join our growing team in Wales. The successful candidate will demonstrate proficiency in HV Electrical, Grid Connections, PLC Programming. We offer competitive salary and career progression.",2026-06-30,Babcock International,Wales,2123,54179,60710,Green Energy,HV Electrical;Grid Connections;PLC Programming;Power Systems;MATLAB,scraped_mock
ADZ-1001236,DevOps Specialist,"We are seeking a motivated DevOps Specialist to join our growing team in South West. The successful candidate will demonstrate proficiency in Kubernetes, AWS, CI/CD. We offer competitive salary and career progression.",2026-06-14,Sage Group,South West,2139,62286,67818,Tech,Kubernetes;AWS;CI/CD,scraped_mock
ADZ-1001237,Senior Python Developer,"We are seeking a motivated Senior Python Developer to join our growing team in North West. The successful candidate will demonstrate proficiency in JavaScript, Git, SQL. We offer competitive salary and career progression.",2026-04-28,Sage Group,North West,2136,67586,76967,Tech,JavaScript;Git;SQL;Python,scraped_mock
ADZ-1001238,Ward Support Worker,"We are seeking a motivated Ward Support Worker to join our growing team in Wales. The successful candidate will demonstrate proficiency in Vital Signs, Personal Care, Compassionate Care. We offer competitive salary and career progression.",2026-05-13,HCA Healthcare UK,Wales,6141,32310,35201,Healthcare,Vital Signs;Personal Care;Compassionate Care;Patient Mobility;Infection Control,scraped_mock
ADZ-1001239,Radiographer,"We are seeking a motivated Radiographer to join our growing team in East of England. The successful candidate will demonstrate proficiency in Laboratory Testing, MRI, Medical Imaging. We offer competitive salary and career progression.",2026-05-29,NHS England,East of England,3211,42959,49636,Healthcare,Laboratory Testing;MRI;Medical Imaging;Pathology,scraped_mock
ADZ-1001240,District Nurse,"We are seeking a motivated District Nurse to join our growing team in West Midlands. The successful candidate will demonstrate proficiency in Record Keeping, Wound Care, CPR. We offer competitive salary and career progression.",2026-04-22,Spire Healthcare,West Midlands,2231,44628,47639,Healthcare,Record Keeping;Wound Care;CPR,scraped_mock
ADZ-1001241,Junior Radiographer,"We are seeking a motivated Junior Radiographer to join our growing team in North West. The successful candidate will demonstrate proficiency in MRI, Medical Imaging, Pathology. We offer competitive salary and career progression.",2026-05-15,NHS Scotland,North West,3211,26865,30817,Healthcare,MRI;Medical Imaging;Pathology;Laboratory Testing,scraped_mock
ADZ-1001242,High Voltage Connections Engineer,"We are seeking a motivated High Voltage Connections Engineer to join our growing team in West Midlands. The successful candidate will demonstrate proficiency in Power Systems, Grid Connections, HV Electrical. We offer competitive salary and career progression.",2026-06-01,ScottishPower Renewables,West Midlands,2123,60991,64306,Green Energy,Power Systems;Grid Connections;HV Electrical;MATLAB,scraped_mock
ADZ-1001243,Senior Frontend Developer,"We are seeking a motivated Senior Frontend Developer to join our growing team in Scotland. The successful candidate will demonstrate proficiency in React, JavaScript, Node.js. We offer competitive salary and career progression.",2026-06-18,TechSpark UK,Scotland,2136,75469,85233,Tech,React;JavaScript;Node.js;APIs;Java,scraped_mock
ADZ-1001244,Junior Systems Analyst,"We are seeking a motivated Junior Systems Analyst to join our growing team in London. The successful candidate will demonstrate proficiency in Agile, System Architecture, TOGAF. We offer competitive salary and career progression.",2026-07-12,Arup Digital,London,2135,66221,71626,Tech,Agile;System Architecture;TOGAF,scraped_mock
ADZ-1001245,Lead Information Security Officer,"We are seeking a motivated Lead Information Security Officer to join our growing team in South East. The successful candidate will demonstrate proficiency in Terraform, CI/CD, Cyber Security. We offer competitive salary and career progression.",2026-04-18,BAE Systems,South East,2139,90700,97519,Tech,Terraform;CI/CD;Cyber Security;AWS,scraped_mock
ADZ-1001246,High Voltage Connections Engineer,"We are seeking a motivated High Voltage Connections Engineer to join our growing team in West Midlands. The successful candidate will demonstrate proficiency in Grid Connections, HV Electrical, Power Systems. We offer competitive salary and career progression.",2026-04-19,SSE Renewables,West Midlands,2123,55058,58685,Green Energy,Grid Connections;HV Electrical;Power Systems;MATLAB;PLC Programming,scraped_mock
ADZ-1001247,Junior Systems Analyst,"We are seeking a motivated Junior Systems Analyst to join our growing team in South East. The successful candidate will demonstrate proficiency in TOGAF, Agile, Requirements Gathering. We offer competitive salary and career progression.",2026-06-01,Revolut,South East,2135,58803,64624,Tech,TOGAF;Agile;Requirements Gathering;Jira;UML;Business Analysis,scraped_mock
ADZ-1001248,Senior HVAC Engineer - Heat Pumps,"We are seeking a motivated Senior HVAC Engineer - Heat Pumps to join our growing team in South East. The successful candidate will demonstrate proficiency in Mechanical Design, Turbine Technology, HVAC. We offer competitive salary and career progression.",2026-06-01,BP Alternative Energy,South East,2122,80520,87704,Green Energy,Mechanical Design;Turbine Technology;HVAC,scraped_mock
ADZ-1001249,Junior Electrical Engineer - Solar PV,"We are seeking a motivated Junior Electrical Engineer - Solar PV to join our growing team in East of England. The successful candidate will demonstrate proficiency in HV Electrical, Power Systems, Grid Connections. We offer competitive salary and career progression.",2026-05-14,Ecotricity,East of England,2123,32038,34254,Green Energy,HV Electrical;Power Systems;Grid Connections;MATLAB;PLC Programming,scraped_mock
ADZ-1001250,Mechanical Engineer - Wind Turbines,"We are seeking a motivated Mechanical Engineer - Wind Turbines to join our growing team in West Midlands. The successful candidate will demonstrate proficiency in Thermodynamics, FEA, HVAC. We offer competitive salary and career progression.",2026-05-04,Ecotricity,West Midlands,2122,50296,55050,Green Energy,Thermodynamics;FEA;HVAC;Mechanical Design;Turbine Technology,scraped_mock
ADZ-1001251,Senior Care Auxiliary,"We are seeking a motivated Senior Care Auxiliary to join our growing team in South East. The successful candidate will demonstrate proficiency in Compassionate Care, Personal Care, Vital Signs. We offer competitive salary and career progression.",2026-04-21,NHS Scotland,South East,6141,91749,100722,Healthcare,Compassionate Care;Personal Care;Vital Signs;Patient Mobility;Infection Control,scraped_mock
ADZ-1001252,Senior Ward Nurse,"We are seeking a motivated Senior Ward Nurse to join our growing team in South East. The successful candidate will demonstrate proficiency in Record Keeping, Medication Administration, Wound Care. We offer competitive salary and career progression.",2026-05-14,HCA Healthcare UK,South East,2231,96746,105079,Healthcare,Record Keeping;Medication Administration;Wound Care;Patient Assessment,scraped_mock
ADZ-1001253,Clinical Pharmacist,"We are seeking a motivated Clinical Pharmacist to join our growing team in Wales. The successful candidate will demonstrate proficiency in Prescription Auditing, Medicines Management, Clinical Pharmacy. We offer competitive salary and career progression.",2026-05-11,NHS Scotland,Wales,2237,30547,33182,Healthcare,Prescription Auditing;Medicines Management;Clinical Pharmacy,scraped_mock
ADZ-1001254,Principal Pharmacy Manager,"We are seeking a motivated Principal Pharmacy Manager to join our growing team in London. The successful candidate will demonstrate proficiency in Clinical Pharmacy, Prescription Auditing, Patient Counselling. We offer competitive salary and career progression.",2026-06-14,Spire Healthcare,London,2237,52873,56218,Healthcare,Clinical Pharmacy;Prescription Auditing;Patient Counselling;Medicines Management,scraped_mock
ADZ-1001255,Product Development Engineer - Battery Storage,"We are seeking a motivated Product Development Engineer - Battery Storage to join our growing team in North West. The successful candidate will demonstrate proficiency in Battery Chemistry, Renewable Design, Product Design. We offer competitive salary and career progression.",2026-05-20,Orsted UK,North West,2126,48803,53974,Green Energy,Battery Chemistry;Renewable Design;Product Design;SolidWorks;Prototyping,scraped_mock
ADZ-1001256,Senior Mechanical Engineer - Wind Turbines,"We are seeking a motivated Senior Mechanical Engineer - Wind Turbines to join our growing team in Wales. The successful candidate will demonstrate proficiency in Turbine Technology, CAD, Mechanical Design. We offer competitive salary and career progression.",2026-07-04,Vestas UK,Wales,2122,56502,61623,Green Energy,Turbine Technology;CAD;Mechanical Design;HVAC;Thermodynamics,scraped_mock
ADZ-1001257,Senior Ward Nurse,"We are seeking a motivated Senior Ward Nurse to join our growing team in East of England. The successful candidate will demonstrate proficiency in NMC Pin, Medication Administration, Wound Care. We offer competitive salary and career progression.",2026-05-16,Bupa UK,East of England,2231,73226,78215,Healthcare,NMC Pin;Medication Administration;Wound Care,scraped_mock
